chrom	start	end	acc	score	strand	FC	feat_chrom	feat_start	feat_end	feat_acc	feat_score	feat_strand	feat_FC	distance
1	1437637	1437639	pCAMTA2-22C-mock_S1_peak_1246	26.0	.	1437638	1	1436845	1438346	AT1G05020	.	-	CDS	0
1	1450938	1450940	pCAMTA3-22C-mock_S4_peak_1391	29.0	.	1450939	1	1450352	1451853	AT1G05055	.	-	CDS	0
1	1451612	1451614	pCAMTA2-22C-mock_S1_peak_1256	30.0	.	1451613	1	1450352	1451853	AT1G05055	.	-	CDS	0
1	1458913	1458915	pCAMTA2-22C-mock_S1_peak_1266	29.0	.	1458914	1	1458031	1459532	AT1G05070	.	-	CDS	0
1	1458913	1458915	pCAMTA2-22C-mock_S1_peak_1266	29.0	.	1458914	1	1458090	1459591	AT1G05080	.	+	CDS	0
1	1461065	1461067	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_962	35.0	.	1461066	1	1459987	1461488	AT1G05085	.	+	CDS	0
1	1478679	1478681	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1213	43.0	.	1478680	1	1477922	1479423	AT1G05136	.	+	CDS	0
1	1482714	1482716	pCAMTA2-22C-mock_S1_peak_1283	46.0	.	1482715	1	1481680	1483181	AT1G05140	.	+	CDS	0
1	1486244	1486246	pCAMTA3-22C-cycloheximide_S6_peak_1007	26.5	.	1486245	1	1486206	1487707	AT1G05150	.	-	CDS	0
1	1489703	1489705	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_970	26.0	.	1489704	1	1489328	1490829	AT1G05160	.	-	CDS	0
1	1503460	1503462	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1230	28.5	.	1503461	1	1503238	1504739	AT1G05190	.	-	CDS	0
1	1504157	1504159	pCAMTA2-22C-mock_S1_peak_1302	36.0	.	1504158	1	1503238	1504739	AT1G05190	.	-	CDS	0
1	1509935	1509937	pCAMTA2-22C-mock_S1_peak_1306	25.5	.	1509936	1	1509468	1510969	AT1G05210	.	+	CDS	0
1	1509935	1509937	pCAMTA2-22C-mock_S1_peak_1306	25.5	.	1509936	1	1509749	1511250	AT1G05205	.	-	CDS	0
1	1533943	1533945	pCAMTA2-22C-mock_S1_peak_1318	27.0	.	1533944	1	1533805	1535306	AT1G05270	.	-	CDS	0
1	1541509	1541511	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1250	30.0	.	1541510	1	1540046	1541547	AT1G05290	.	-	CDS	0
1	1548680	1548682	pCAMTA2-22C-mock_S1_peak_1323	31.0	.	1548681	1	1547209	1548710	AT1G05300	.	-	CDS	0
1	1558597	1558599	pCAMTA3-22C-mock_S4_peak_1480	26.5	.	1558598	1	1557169	1558670	AT1G05330	.	+	CDS	0
1	1559989	1559991	pCAMTA2-22C-mock_S1_peak_1328	27.0	.	1559990	1	1559146	1560647	AT1G05340	.	-	CDS	0
1	1572449	1572451	pCAMTA2-22C-mock_S1_peak_1339	48.0	.	1572450	1	1571780	1573281	AT1G05370	.	-	CDS	0
1	1577637	1577639	pCAMTA3-22C-cycloheximide_S6_peak_1047	35.0	.	1577638	1	1576230	1577731	AT1G05380	.	+	CDS	0
1	1583898	1583900	pCAMTA2-22C-mock_S1_peak_1346	28.0	.	1583899	1	1583148	1584649	AT1G05385	.	-	CDS	0
1	1583898	1583900	pCAMTA2-22C-mock_S1_peak_1346	28.0	.	1583899	1	1583745	1585246	AT1G05400	.	+	CDS	0
1	1587444	1587446	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1014	26.5	.	1587445	1	1586768	1588269	AT1G05410	.	-	CDS	0
1	1596490	1596492	pCAMTA3-22C-cycloheximide_S6_peak_1058	25.5	.	1596491	1	1595231	1596732	AT1G05430	.	-	CDS	0
1	1600012	1600014	pCAMTA2-22C-mock_S1_peak_1354	26.0	.	1600013	1	1599003	1600504	AT1G05450	.	+	CDS	0
1	1604825	1604827	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1027	36.0	.	1604826	1	1604158	1605659	AT1G05460	.	-	CDS	0
1	1635555	1635557	pCAMTA2-22C-mock_S1_peak_1379	27.0	.	1635556	1	1635203	1636704	AT1G05520	.	-	CDS	0
1	1636188	1636190	pCAMTA2-22C-mock_S1_peak_1380	31.0	.	1636189	1	1635203	1636704	AT1G05520	.	-	CDS	0
1	1658650	1658652	pCAMTA3-22C-cycloheximide_S6_peak_1093	29.0	.	1658651	1	1658177	1659678	AT1G05570	.	-	CDS	0
1	1659030	1659032	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1336	35.0	.	1659031	1	1658177	1659678	AT1G05570	.	-	CDS	0
1	1663017	1663019	pCAMTA3-22C-mock_S4_peak_1570	27.0	.	1663018	1	1661598	1663099	AT1G05575	.	-	CDS	0
1	1668890	1668892	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1347	26.5	.	1668891	1	1668294	1669795	AT1G05580	.	-	CDS	0
1	1668890	1668892	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1347	26.5	.	1668891	1	1668870	1670371	AT1G05590	.	+	CDS	0
1	1671683	1671685	pCAMTA2-22C-mock_S1_peak_1410	31.0	.	1671684	1	1671160	1672661	AT1G05600	.	+	CDS	0
1	1678169	1678171	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1081	25.5	.	1678170	1	1677770	1679271	AT1G05615	.	-	CDS	0
1	1679031	1679033	pCAMTA2-22C-mock_S1_peak_1419	31.0	.	1679032	1	1677770	1679271	AT1G05615	.	-	CDS	0
1	1679031	1679033	pCAMTA2-22C-mock_S1_peak_1419	31.0	.	1679032	1	1678285	1679786	AT1G05620	.	+	CDS	0
1	1682437	1682439	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1084	29.0	.	1682438	1	1681482	1682983	AT1G05630	.	+	CDS	0
1	1689324	1689326	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1092	29.5	.	1689325	1	1689001	1690502	AT1G05640	.	-	CDS	0
1	1702530	1702532	pCAMTA3-22C-cycloheximide_S6_peak_1129	33.0	.	1702531	1	1702215	1703716	AT1G05675	.	-	CDS	0
1	1707618	1707620	pCAMTA3-22C-cycloheximide_S6_peak_1136	26.0	.	1707619	1	1706808	1708309	AT1G05690	.	+	CDS	0
1	1715406	1715408	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1393	32.0	.	1715407	1	1715197	1716698	AT1G05710	.	+	CDS	0
1	1741587	1741589	pCAMTA3-22C-mock_S4_peak_1652	35.0	.	1741588	1	1740203	1741704	AT1G05800	.	+	CDS	0
1	1762330	1762332	pCAMTA2-22C-mock_S1_peak_1489	26.0	.	1762331	1	1761247	1762748	AT1G05835	.	+	CDS	0
1	1766075	1766077	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1147	31.0	.	1766076	1	1765650	1767151	AT1G05840	.	-	CDS	0
1	1779932	1779934	pCAMTA3-22C-cycloheximide_S6_peak_1188	26.0	.	1779933	1	1778630	1780131	AT1G05890	.	+	CDS	0
1	1784276	1784278	pCAMTA2-22C-mock_S1_peak_1505	26.0	.	1784277	1	1783830	1785331	AT1G05894	.	+	CDS	0
1	1790480	1790482	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1165	26.0	.	1790481	1	1789795	1791296	AT1G05910	.	+	CDS	0
1	1797177	1797179	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1463	28.0	.	1797178	1	1796043	1797544	AT1G05920	.	+	CDS	0
1	1799840	1799842	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1176	30.0	.	1799841	1	1798417	1799918	AT1G05930	.	+	CDS	0
1	1799840	1799842	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1176	30.0	.	1799841	1	1798562	1800063	AT1G05925	.	-	CDS	0
1	1816885	1816887	pCAMTA2-22C-mock_S1_peak_1533	31.0	.	1816886	1	1816491	1817992	AT1G05970	.	-	CDS	0
1	1821535	1821537	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1494	31.0	.	1821536	1	1821302	1822803	AT1G06000	.	-	CDS	0
1	1829581	1829583	pCAMTA2-22C-mock_S1_peak_1542	30.5	.	1829582	1	1829159	1830660	AT1G06040	.	-	CDS	0
1	1855201	1855203	pCAMTA2-22C-mock_S1_peak_1568	31.0	.	1855202	1	1854438	1855939	AT1G06110	.	-	CDS	0
1	1855201	1855203	pCAMTA2-22C-mock_S1_peak_1568	31.0	.	1855202	1	1854962	1856463	AT1G06120	.	+	CDS	0
1	1861088	1861090	pCAMTA2-22C-mock_S1_peak_1573	29.0	.	1861089	1	1860140	1861641	AT1G06130	.	-	CDS	0
1	1862024	1862026	pCAMTA2-22C-mock_S1_peak_1575	34.5	.	1862025	1	1861306	1862807	AT1G06135	.	+	CDS	0
1	1862398	1862400	pCAMTA3-22C-cycloheximide_S6_peak_1247	38.5	.	1862399	1	1861306	1862807	AT1G06135	.	+	CDS	0
1	1865101	1865103	pCAMTA2-22C-mock_S1_peak_1578	39.0	.	1865102	1	1863795	1865296	AT1G06140	.	+	CDS	0
1	1872935	1872937	pCAMTA3-22C-cycloheximide_S6_peak_1263	27.0	.	1872936	1	1872694	1874195	AT1G06150	.	-	CDS	0
1	1873936	1873938	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1229	31.5	.	1873937	1	1872694	1874195	AT1G06150	.	-	CDS	0
1	1873936	1873938	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1229	31.5	.	1873937	1	1872964	1874465	AT1G06149	.	-	CDS	0
1	1877158	1877160	pCAMTA2-22C-mock_S1_peak_1593	25.5	.	1877159	1	1876650	1878151	AT1G06148	.	-	CDS	0
1	1883054	1883056	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1540	26.0	.	1883055	1	1882045	1883546	AT1G06160	.	+	CDS	0
1	1886279	1886281	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1544	32.5	.	1886280	1	1886064	1887565	AT1G06170	.	-	CDS	0
1	1897775	1897777	pCAMTA2-22C-mock_S1_peak_1607	26.0	.	1897776	1	1896352	1897853	AT1G06200	.	-	CDS	0
1	1897775	1897777	pCAMTA2-22C-mock_S1_peak_1607	26.0	.	1897776	1	1896566	1898067	AT1G06210	.	+	CDS	0
1	1899528	1899530	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1243	31.0	.	1899529	1	1899523	1901024	AT1G06220	.	+	CDS	0
1	1910822	1910824	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1557	33.5	.	1910823	1	1910165	1911666	AT1G06240	.	+	CDS	0
1	1926911	1926913	pCAMTA3-22C-mock_S4_peak_1832	26.5	.	1926912	1	1925801	1927302	AT1G06310	.	+	CDS	0
1	1930684	1930686	pCAMTA3-22C-mock_S4_peak_1838	26.0	.	1930685	1	1929601	1931102	AT1G06320	.	+	CDS	0
1	1933015	1933017	pCAMTA2-22C-mock_S1_peak_1627	27.0	.	1933016	1	1931766	1933267	AT1G06330	.	-	CDS	0
1	1933815	1933817	pCAMTA3-22C-cycloheximide_S6_peak_1303	28.0	.	1933816	1	1933487	1934988	AT1G06340	.	-	CDS	0
1	1946887	1946889	pCAMTA2-22C-mock_S1_peak_1634	25.5	.	1946888	1	1945859	1947360	AT1G06390	.	+	CDS	0
1	1955434	1955436	pCAMTA3-22C-cycloheximide_S6_peak_1313	26.0	.	1955435	1	1954412	1955913	AT1G06410	.	+	CDS	0
1	1959122	1959124	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1596	31.0	.	1959123	1	1957986	1959487	AT1G06420	.	+	CDS	0
1	1964464	1964466	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1599	29.0	.	1964465	1	1964405	1965906	AT1G06440	.	-	CDS	0
1	1977855	1977857	pCAMTA3-22C-cycloheximide_S6_peak_1335	30.0	.	1977856	1	1977761	1979262	AT1G06490	.	+	CDS	0
1	1978264	1978266	pCAMTA2-22C-mock_S1_peak_1667	37.0	.	1978265	1	1977761	1979262	AT1G06490	.	+	CDS	0
1	1995771	1995773	pCAMTA3-22C-cycloheximide_S6_peak_1348	34.5	.	1995772	1	1995567	1997068	AT1G06520	.	-	CDS	0
1	2003212	2003214	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1635	40.0	.	2003213	1	2002893	2004394	AT1G06540	.	-	CDS	0
1	2007529	2007531	pCAMTA2-22C-mock_S1_peak_1691	28.0	.	2007530	1	2006064	2007565	AT1G06550	.	-	CDS	0
1	2007529	2007531	pCAMTA2-22C-mock_S1_peak_1691	28.0	.	2007530	1	2006659	2008160	AT1G06560	.	+	CDS	0
1	2013738	2013740	pCAMTA2-22C-mock_S1_peak_1694	26.5	.	2013739	1	2013043	2014544	AT1G06570	.	-	CDS	0
1	2014341	2014343	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1324	34.5	.	2014342	1	2013043	2014544	AT1G06570	.	-	CDS	0
1	2015612	2015614	pCAMTA2-22C-mock_S1_peak_1696	28.0	.	2015613	1	2015442	2016943	AT1G06580	.	-	CDS	0
1	2032381	2032383	pCAMTA3-22C-mock_S4_peak_1937	35.0	.	2032382	1	2031365	2032866	AT1G06640	.	+	CDS	0
1	2035588	2035590	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1662	36.0	.	2035589	1	2034908	2036409	AT1G06650	.	+	CDS	0
1	2040823	2040825	pCAMTA3-22C-mock_S4_peak_1944	30.0	.	2040824	1	2039566	2041067	AT1G06670	.	+	CDS	0
1	2040823	2040825	pCAMTA3-22C-mock_S4_peak_1944	30.0	.	2040824	1	2039648	2041149	AT1G06660	.	-	CDS	0
1	2047731	2047733	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1344	40.5	.	2047732	1	2046939	2048440	AT1G06680	.	+	CDS	0
1	2060119	2060121	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1686	29.5	.	2060120	1	2059742	2061243	AT1G06710	.	-	CDS	0
1	2067693	2067695	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1696	33.0	.	2067694	1	2066632	2068133	AT1G06730	.	+	CDS	0
1	2067693	2067695	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1696	33.0	.	2067694	1	2066781	2068282	AT1G06720	.	-	CDS	0
1	2077978	2077980	pCAMTA3-22C-mock_S4_peak_1995	26.0	.	2077979	1	2077116	2078617	AT1G06760	.	-	CDS	0
1	2095744	2095746	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1731	31.0	.	2095745	1	2095720	2097221	AT1G06820	.	-	CDS	0
1	2105004	2105006	pCAMTA2-22C-mock_S1_peak_1774	36.0	.	2105005	1	2104232	2105733	AT1G06850	.	+	CDS	0
1	2114749	2114751	pCAMTA3-22C-mock_S4_peak_2037	25.5	.	2114750	1	2113538	2115039	AT1G06890	.	-	CDS	0
1	2126750	2126752	pCAMTA3-22C-mock_S4_peak_2046	33.0	.	2126751	1	2125301	2126802	AT1G06920	.	-	CDS	0
1	2126750	2126752	pCAMTA3-22C-mock_S4_peak_2046	33.0	.	2126751	1	2125801	2127302	AT1G06923	.	+	CDS	0
1	2135511	2135513	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1770	29.0	.	2135512	1	2134929	2136430	AT1G06960	.	+	CDS	0
1	2135511	2135513	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1770	29.0	.	2135512	1	2135063	2136564	AT1G06950	.	-	CDS	0
1	2147569	2147571	pCAMTA2-22C-mock_S1_peak_1811	41.0	.	2147570	1	2147392	2148893	AT1G06990	.	+	CDS	0
1	2152740	2152742	pCAMTA2-22C-mock_S1_peak_1817	35.0	.	2152741	1	2151805	2153306	AT1G07000	.	-	CDS	0
1	2152740	2152742	pCAMTA2-22C-mock_S1_peak_1817	35.0	.	2152741	1	2151948	2153449	AT1G07010	.	+	CDS	0
1	2168848	2168850	pCAMTA2-22C-mock_S1_peak_1832	27.0	.	2168849	1	2167651	2169152	AT1G07070	.	+	CDS	0
1	2168848	2168850	pCAMTA2-22C-mock_S1_peak_1832	27.0	.	2168849	1	2167897	2169398	AT1G07060	.	-	CDS	0
1	2184931	2184933	pCAMTA2-22C-mock_S1_peak_1847	31.0	.	2184932	1	2183480	2184981	AT1G07110	.	-	CDS	0
1	2188173	2188175	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1809	37.0	.	2188174	1	2186927	2188428	AT1G07130	.	+	CDS	0
1	2190203	2190205	pCAMTA3-22C-cycloheximide_S6_peak_1496	37.0	.	2190204	1	2190124	2191625	AT1G07135	.	-	CDS	0
1	2191046	2191048	pCAMTA3-22C-cycloheximide_S6_peak_1497	29.5	.	2191047	1	2190124	2191625	AT1G07135	.	-	CDS	0
1	2199457	2199459	pCAMTA3-22C-cycloheximide_S6_peak_1509	27.0	.	2199458	1	2199178	2200679	AT1G07160	.	-	CDS	0
1	2200819	2200821	pCAMTA2-22C-mock_S1_peak_1868	27.0	.	2200820	1	2199685	2201186	AT1G07170	.	+	CDS	0
1	2204481	2204483	pCAMTA3-22C-mock_S4_peak_2120	30.0	.	2204482	1	2203413	2204914	AT1G07180	.	+	CDS	0
1	2215231	2215233	pCAMTA2-22C-mock_S1_peak_1877	25.5	.	2215232	1	2214319	2215820	AT1G07210	.	+	CDS	0
1	2219444	2219446	pCAMTA2-22C-mock_S1_peak_1884	29.0	.	2219445	1	2218879	2220380	AT1G07220	.	-	CDS	0
1	2220140	2220142	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1836	29.0	.	2220141	1	2218879	2220380	AT1G07220	.	-	CDS	0
1	2224965	2224967	pCAMTA2-22C-mock_S1_peak_1893	44.5	.	2224966	1	2224962	2226463	AT1G07250	.	+	CDS	0
1	2225376	2225378	pCAMTA2-22C-mock_S1_peak_1895	38.0	.	2225377	1	2224962	2226463	AT1G07250	.	+	CDS	0
1	2238686	2238688	pCAMTA2-22C-mock_S1_peak_1903	36.0	.	2238687	1	2237504	2239005	AT1G07280	.	+	CDS	0
1	2246039	2246041	pCAMTA2-22C-mock_S1_peak_1909	26.0	.	2246040	1	2245800	2247301	AT1G07300	.	-	CDS	0
1	2247297	2247299	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1519	32.0	.	2247298	1	2245800	2247301	AT1G07300	.	-	CDS	0
1	2260892	2260894	pCAMTA3-22C-mock_S4_peak_2186	26.0	.	2260893	1	2259601	2261102	AT1G07350	.	-	CDS	0
1	2262669	2262671	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1877	29.5	.	2262670	1	2262203	2263704	AT1G07370	.	+	CDS	0
1	2262669	2262671	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1877	29.5	.	2262670	1	2262295	2263796	AT1G07360	.	-	CDS	0
1	2263709	2263711	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1533	29.0	.	2263710	1	2262295	2263796	AT1G07360	.	-	CDS	0
1	2269533	2269535	pCAMTA2-22C-mock_S1_peak_1934	29.0	.	2269534	1	2268892	2270393	AT1G07390	.	+	CDS	0
1	2275021	2275023	pCAMTA2-22C-mock_S1_peak_1940	26.5	.	2275022	1	2274147	2275648	AT1G07400	.	+	CDS	0
1	2275658	2275660	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1893	27.0	.	2275659	1	2275269	2276770	AT1G07410	.	+	CDS	0
1	2295248	2295250	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1557	27.0	.	2295249	1	2294605	2296106	AT1G07473	.	-	CDS	0
1	2295248	2295250	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1557	27.0	.	2295249	1	2294804	2296305	AT1G07476	.	+	CDS	0
1	2295894	2295896	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1907	25.5	.	2295895	1	2294605	2296106	AT1G07473	.	-	CDS	0
1	2295894	2295896	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1907	25.5	.	2295895	1	2294804	2296305	AT1G07476	.	+	CDS	0
1	2299456	2299458	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1909	30.0	.	2299457	1	2298715	2300216	AT1G07480	.	-	CDS	0
1	2301442	2301444	pCAMTA3-22C-mock_S4_peak_2226	26.0	.	2301443	1	2300504	2302005	AT1G07485	.	+	CDS	0
1	2301442	2301444	pCAMTA3-22C-mock_S4_peak_2226	26.0	.	2301443	1	2301349	2302850	AT1G07490	.	-	CDS	0
1	2311686	2311688	pCAMTA3-22C-cycloheximide_S6_peak_1586	26.0	.	2311687	1	2311305	2312806	AT1G07520	.	-	CDS	0
1	2315933	2315935	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1922	36.0	.	2315934	1	2315637	2317138	AT1G07530	.	-	CDS	0
1	2334181	2334183	pCAMTA2-22C-mock_S1_peak_1991	28.0	.	2334182	1	2333089	2334590	AT1G07570	.	-	CDS	0
1	2338086	2338088	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1942	29.5	.	2338087	1	2337981	2339482	AT1G07590	.	-	CDS	0
1	2365945	2365947	pCAMTA2-22C-mock_S1_peak_2019	31.0	.	2365946	1	2365923	2367424	AT1G07650	.	-	CDS	0
1	2368530	2368532	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1610	27.0	.	2368531	1	2367849	2369350	AT1G07645	.	-	CDS	0
1	2368530	2368532	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1610	27.0	.	2368531	1	2368211	2369712	AT1G07660	.	+	CDS	0
1	2380142	2380144	pCAMTA3-22C-cycloheximide_S6_peak_1628	26.0	.	2380143	1	2379213	2380714	AT1G07700	.	+	CDS	0
1	2392037	2392039	pCAMTA3-22C-cycloheximide_S6_peak_1641	33.0	.	2392038	1	2391906	2393407	AT1G07720	.	-	CDS	0
1	2397340	2397342	pCAMTA2-22C-mock_S1_peak_2043	26.0	.	2397341	1	2396596	2398097	AT1G07725	.	-	CDS	0
1	2398372	2398374	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_1978	26.0	.	2398373	1	2398196	2399697	AT1G07730	.	-	CDS	0
1	2422614	2422616	pCAMTA3-22C-mock_S4_peak_2337	27.0	.	2422615	1	2421246	2422747	AT1G07820	.	-	CDS	0
1	2422614	2422616	pCAMTA3-22C-mock_S4_peak_2337	27.0	.	2422615	1	2421548	2423049	AT1G07830	.	+	CDS	0
1	2423636	2423638	pCAMTA2-22C-mock_S1_peak_2060	25.5	.	2423637	1	2423602	2425103	AT1G07840	.	+	CDS	0
1	2426748	2426750	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1643	25.5	.	2426749	1	2425744	2427245	AT1G07850	.	+	CDS	0
1	2432428	2432430	pCAMTA2-22C-mock_S1_peak_2068	30.0	.	2432429	1	2431343	2432844	AT1G07870	.	-	CDS	0
1	2442549	2442551	pCAMTA2-22C-mock_S1_peak_2077	26.0	.	2442550	1	2441623	2443124	AT1G07900	.	+	CDS	0
1	2454654	2454656	pCAMTA2-22C-mock_S1_peak_2089	35.0	.	2454655	1	2454558	2456059	AT1G07920	.	+	CDS	0
1	2455146	2455148	pCAMTA3-22C-mock_S4_peak_2370	31.0	.	2455147	1	2454558	2456059	AT1G07920	.	+	CDS	0
1	2472251	2472253	pCAMTA3-22C-mock_S4_peak_2382	26.0	.	2472252	1	2472018	2473519	AT1G07970	.	-	CDS	0
1	2475257	2475259	pCAMTA3-22C-cycloheximide_S6_peak_1697	32.0	.	2475258	1	2474410	2475911	AT1G07980	.	-	CDS	0
1	2475257	2475259	pCAMTA3-22C-cycloheximide_S6_peak_1697	32.0	.	2475258	1	2474507	2476008	AT1G07985	.	+	CDS	0
1	2487870	2487872	pCAMTA3-22C-cycloheximide_S6_peak_1704	27.0	.	2487871	1	2486902	2488403	AT1G08010	.	-	CDS	0
1	2495037	2495039	pCAMTA2-22C-mock_S1_peak_2121	31.5	.	2495038	1	2493771	2495272	AT1G08035	.	+	CDS	0
1	2535402	2535404	pCAMTA3-22C-cycloheximide_S6_peak_1727	37.0	.	2535403	1	2534462	2535963	AT1G08110	.	+	CDS	0
1	2542727	2542729	pCAMTA3-22C-mock_S4_peak_2435	29.0	.	2542728	1	2541730	2543231	AT1G08125	.	-	CDS	0
1	2547904	2547906	pCAMTA3-22C-cycloheximide_S6_peak_1733	36.0	.	2547905	1	2547315	2548816	AT1G08130	.	-	CDS	0
1	2548353	2548355	pCAMTA2-22C-mock_S1_peak_2151	41.0	.	2548354	1	2547315	2548816	AT1G08130	.	-	CDS	0
1	2555108	2555110	pCAMTA3-22C-cycloheximide_S6_peak_1740	27.0	.	2555109	1	2554574	2556075	AT1G08140	.	-	CDS	0
1	2563022	2563024	pCAMTA3-22C-mock_S4_peak_2444	27.0	.	2563023	1	2561648	2563149	AT1G08165	.	-	CDS	0
1	2567855	2567857	pCAMTA3-22C-cycloheximide_S6_peak_1744	27.0	.	2567856	1	2566651	2568152	AT1G08190	.	+	CDS	0
1	2590402	2590404	pCAMTA2-22C-mock_S1_peak_2188	33.0	.	2590403	1	2589735	2591236	AT1G08250	.	-	CDS	0
1	2590402	2590404	pCAMTA2-22C-mock_S1_peak_2188	33.0	.	2590403	1	2589943	2591444	AT1G08260	.	+	CDS	0
1	2607908	2607910	pCAMTA3-22C-cycloheximide_S6_peak_1769	35.0	.	2607909	1	2606837	2608338	AT1G08270	.	-	CDS	0
1	2607908	2607910	pCAMTA3-22C-cycloheximide_S6_peak_1769	35.0	.	2607909	1	2607407	2608908	AT1G08280	.	+	CDS	0
1	2612903	2612905	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1759	27.0	.	2612904	1	2612680	2614181	AT1G08290	.	-	CDS	0
1	2614248	2614250	pCAMTA3-22C-mock_S4_peak_2496	28.0	.	2614249	1	2613773	2615274	AT1G08300	.	+	CDS	0
1	2615045	2615047	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_1760	33.0	.	2615046	1	2613773	2615274	AT1G08300	.	+	CDS	0
1	2618194	2618196	pCAMTA3-22C-mock_S4_peak_2498	30.0	.	2618195	1	2618133	2619634	AT1G08310	.	+	CDS	0
1	2630892	2630894	pCAMTA2-22C-mock_S1_peak_2213	25.5	.	2630893	1	2630307	2631808	AT1G08340	.	+	CDS	0
1	2642691	2642693	pCAMTA3-22C-cycloheximide_S6_peak_1795	26.0	.	2642692	1	2641219	2642720	AT1G08390	.	+	CDS	0
1	2642691	2642693	pCAMTA3-22C-cycloheximide_S6_peak_1795	26.0	.	2642692	1	2641239	2642740	AT1G08380	.	-	CDS	0
1	2649499	2649501	pCAMTA3-22C-mock_S4_peak_2523	26.0	.	2649500	1	2648958	2650459	AT1G08420	.	+	CDS	0
1	2663088	2663090	pCAMTA3-22C-mock_S4_peak_2531	33.5	.	2663089	1	2662026	2663527	AT1G08440	.	+	CDS	0
1	2671444	2671446	pCAMTA2-22C-mock_S1_peak_2241	31.0	.	2671445	1	2671300	2672801	AT1G08450	.	-	CDS	0
1	2672462	2672464	pCAMTA2-22C-mock_S1_peak_2244	35.0	.	2672463	1	2671300	2672801	AT1G08450	.	-	CDS	0
1	2672462	2672464	pCAMTA2-22C-mock_S1_peak_2244	35.0	.	2672463	1	2671526	2673027	AT1G08460	.	+	CDS	0
